SK032D,-142,-107,-149,-135,-191,-164,-86,-32,-122,-164,-94,-93,-84,-75,-51,-79,-75,24,79,64,20,-32,-41,-63,-77,-19,-108,-17,66,59,-46
SK0321,-141,-114,-221,-206,-17,-192,-15,-9,-32,-97,-84,-60,-42,-110,-27,-53,-90,1,-25,-72,-1,-109,-14,67,4,11,-166,-19,149,242,6
SK0322,12,-46,-8,8,-30,2,-35,-67,-1,-8,-4,-31,-20,-20,-14,-33,-12,-33,-33,-52,21,10,39,26,15,46,97,100,-18,22,-7
SK0323,-159,-191,-127,-119,-121,-182,-178,-184,-178,-199,-232,-264,-190,-154,-206,-181,-73,-143,-110,-81,-149,-153,-49,-100,-9,-51,-23,-46,-134,-190,-52
SK0324,-41,-9,-41,30,-44,-95,-57,-71,-34,-35,-6,-85,14,31,-27,-1,-19,15,-76,-38,43,-20,-90,-30,-74,-36,-1,-50,-81,-51,-11
SK0325,-21,0,26,-15,-43,-54,-61,-81,-92,-49,-14,-35,-75,-40,-3,50,46,51,117,-7,45,72,-7,-18,25,-16,58,72,54,41,-14
SK0326,-192,-193,61,-138,-25,-13,-82,-120,22,-96,-66,-2,-2,-5,-4,-90,-40,-46,-14,109,196,40,157,113,129,163,193,110,59,94,-56
SK0327,-6,-14,40,-12,-52,-27,-27,-37,-100,-42,-42,-79,-9,-47,-14,-15,79,0,-5,14,6,40,-56,48,43,-101,-10,-18,21,-19,-7
SK0328,-56,-115,-149,-163,-119,-160,-154,-75,-81,-78,-42,-75,-71,-73,-102,-60,-65,-68,-52,-166,-79,-30,-123,-17,-17,50,-12,-82,-98,-22,133
SK0329,-47,-170,-270,-57,-44,-175,-107,-178,-101,-201,-141,-170,-127,-145,-21,-26,-29,25,-255,-166,-142,-127,-131,-146,-55,-36,86,-20,62,-34,-83
SK041A,-120,-191,-234,-231,-244,-322,-262,-186,-230,-215,-210,-174,-201,-136,-201,-133,-159,-229,-116,-99,-223,-124,-51,-120,-163,-41,-37,-64,-21,-34,32
SK041B,-100,-81,-70,-56,-56,-153,-55,-39,-23,-103,-41,-48,-51,-32,-39,-54,-67,-38,-26,-60,-52,-61,-101,19,21,125,-39,-56,-77,-68,-84
SK041C,-135,-86,-117,-116,-153,-151,-151,-65,-113,-47,-119,-78,-100,-110,-92,-93,-34,-151,-78,-39,-67,-98,-77,-108,-56,-34,-44,-50,-97,3,54
SK041D,-160,-341,-172,-278,-244,-276,-238,-299,-277,-268,-84,-175,-147,-75,-96,-130,-144,-30,-53,-80,-80,-84,-127,-114,-27,44,-31,59,-18,-34,-17
SK0411,-91,-221,-261,-200,-177,-243,-146,-252,-244,-222,-224,-138,-247,-205,-118,-78,-168,-164,-205,-170,-162,-93,-85,-79,-96,-63,-79,-52,-12,-47,75
SK0412,-244,-193,-303,-275,-203,-331,-288,-222,-325,-243,-244,-182,-143,-198,-192,-213,-168,-141,-167,-127,-151,-102,-153,-120,-153,-120,-205,-74,-60,-54,-68
SK0413,-8,-65,-78,36,-34,-48,-71,-89,-36,-115,8,-48,-73,-92,-47,-13,10,-37,82,27,44,14,-15,3,61,32,38,86,-37,82,-12
SK0414,54,-33,0,13,-49,-92,-35,18,11,-78,-146,-44,-79,-65,-32,-25,33,1,19,21,-14,8,-119,-13,-6,-3,41,4,11,2,26
SK0415,-18,-56,-25,-19,19,-42,-43,-43,30,-65,9,62,2,-46,10,40,-15,-33,15,-37,-55,-65,-12,-3,-70,-34,10,-11,-50,-2,-8
SK0416,-234,-216,-181,-147,0,-78,-40,-113,-182,-207,-131,-166,22,-234,-174,-138,-319,-201,-350,-342,-457,-360,-294,-104,-147,-117,-214,-99,33,-44,-9
SK0417,160,266,209,305,215,426,164,102,152,103,-56,126,136,-61,-30,-198,-28,71,126,-24,20,-1,16,165,91,14,179,92,81,281,17
SK0418,-171,-128,-127,-186,-141,-250,-155,-132,-153,-84,-167,-137,-69,-75,-81,101,-103,-70,-20,-105,-27,-50,-37,-99,-74,-75,-88,-41,-103,-119,-39
SK0419,-149,-110,-192,-173,-171,-127,-139,-203,-174,-126,-163,-104,-112,-92,-149,-132,-84,-127,-103,-89,-68,-107,-89,-53,-50,-24,11,-17,-65,-61,12
SK042A,-314,-310,-428,-252,-67,-302,-335,-304,-307,-231,-221,-276,-223,-241,-246,-206,-145,-225,-258,-205,-82,-156,-45,-46,6,-138,-91,-51,-28,13,-88
SK042B,-113,0,-157,-58,-102,-195,-239,-216,-135,-171,-156,-123,26,-116,-78,-15,53,-25,-3,-65,154,152,7,94,151,332,191,-1,-50,8,-28
SK0421,-85,-80,-86,-66,-75,-84,-72,-70,-68,-37,-65,-46,-91,-38,-68,-20,-18,-50,-16,-65,-52,-51,-43,-86,-80,-36,-32,11,-192,-124,-73
SK0422,-205,-337,-355,-208,-14,-65,-383,-70,196,-36,-309,-7,-172,-152,-210,-149,-331,-31,-223,-288,-406,20,0,50,105,49,-14,1052,873,541,114
SK0423,-403,-419,-319,-179,-243,-255,-195,-176,-437,-278,-355,-311,-291,-215,-311,-41,-333,-293,-51,13,29,-383,-502,-12,-53,135,-308,-728,-518,-158,-322
SK0424,-192,-142,-244,-152,-170,-170,-117,-218,-356,-282,-286,-315,-392,-299,-278,-343,-295,-358,-299,-207,-250,-291,-302,-211,-104,-371,-270,-231,-285,-19,-67
SK0425,-77,-5,-18,-25,119,211,176,115,208,207,373,164,102,120,121,39,-86,-87,-38,-82,-131,-26,9,-236,-219,-448,-310,-334,-235,-145,167
SK0426,891,934,966,874,800,610,890,727,826,704,640,531,711,615,669,524,651,565,421,451,370,600,660,412,304,287,513,333,538,-31,25
SK0427,-113,-112,-144,-59,20,107,-112,-61,-24,13,-18,-77,-21,-68,-119,-1,-153,-43,-82,56,-114,3,-115,-41,77,-33,178,-12,-11,32,91
SK0428,-107,-168,-122,-101,-187,-193,-131,-176,-185,-133,-187,-60,-53,-77,3,-13,-51,12,-25,156,205,34,11,13,-20,108,55,103,78,18,113
SK0429,39,-79,80,45,27,-2,57,79,18,96,24,57,23,-22,44,67,73,8,42,-33,31,12,-11,-25,17,36,-34,-19,-85,-52,-46
