DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2022-Q3,12.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2022-Q4,9.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2023-Q1,4.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2023-Q2,9.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2023-Q3,9.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2023-Q4,10.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2024-Q1,19.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2024-Q2,15.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2024-Q3,16.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Bulgaria,2024-Q4,19.7,p,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2006-Q1,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2006-Q2,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2006-Q3,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2006-Q4,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2007-Q1,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2007-Q2,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2007-Q3,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2007-Q4,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2008-Q1,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2008-Q2,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2008-Q3,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2008-Q4,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2009-Q1,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2009-Q2,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2009-Q3,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2009-Q4,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2010-Q1,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2010-Q2,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2010-Q3,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2010-Q4,,,C
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2011-Q1,-3.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2011-Q2,-0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2011-Q3,-2.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2011-Q4,-4.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2012-Q1,-5.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2012-Q2,-6.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2012-Q3,1.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2012-Q4,1.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2013-Q1,0.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2013-Q2,0.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2013-Q3,-7.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2013-Q4,-8.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2014-Q1,-9.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2014-Q2,-1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2014-Q3,-1.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2014-Q4,2.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2015-Q1,0.2,b,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2015-Q2,-4.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2015-Q3,1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2015-Q4,-2.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2016-Q1,-0.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2016-Q2,-1.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2016-Q3,-0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2016-Q4,5.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2017-Q1,3.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2017-Q2,3.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2017-Q3,0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2017-Q4,2.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2018-Q1,4.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2018-Q2,2.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2018-Q3,0.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2018-Q4,2.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2019-Q1,6.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2019-Q2,10.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2019-Q3,3.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2019-Q4,-0.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2020-Q1,1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2020-Q2,-4.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2020-Q3,-1.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2020-Q4,3.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2021-Q1,-6.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2021-Q2,-5.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2021-Q3,2.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2021-Q4,-7.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2022-Q1,0.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2022-Q2,2.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2022-Q3,3.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2022-Q4,5.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2023-Q1,7.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2023-Q2,3.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2023-Q3,0.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2023-Q4,1.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2024-Q1,0.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2024-Q2,2.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2024-Q3,3.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Cyprus,2024-Q4,3.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2009-Q1,7.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2009-Q2,3.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2009-Q3,3.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2009-Q4,-0.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2010-Q1,-3.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2010-Q2,-2.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2010-Q3,-3.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2010-Q4,-1.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2011-Q1,-1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2011-Q2,-1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2011-Q3,-1.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2011-Q4,-2.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2012-Q1,-2.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2012-Q2,-3.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2012-Q3,-3.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2012-Q4,0.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2013-Q1,-1.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2013-Q2,0.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2013-Q3,1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2013-Q4,0.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2014-Q1,2.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2014-Q2,1.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2014-Q3,1.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2014-Q4,1.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2015-Q1,2.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2015-Q2,5.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2015-Q3,5.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2015-Q4,5.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2016-Q1,4.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2016-Q2,3.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2016-Q3,5.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2016-Q4,10.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2017-Q1,14.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2017-Q2,15.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2017-Q3,15.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2017-Q4,10.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2018-Q1,9.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2018-Q2,11.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2018-Q3,12.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2018-Q4,13.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2019-Q1,11.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2019-Q2,8.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2019-Q3,5.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2019-Q4,5.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2020-Q1,7.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2020-Q2,7.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2020-Q3,10.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2020-Q4,11.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2021-Q1,12.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2021-Q2,14.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2021-Q3,21.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2021-Q4,25.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2022-Q1,29.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2022-Q2,24.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2022-Q3,15.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2022-Q4,6.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2023-Q1,-2.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2023-Q2,-2.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2023-Q3,-2.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2023-Q4,0.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2024-Q1,0.9,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2024-Q2,3.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2024-Q3,6.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Czechia,2024-Q4,9.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2006-Q1,-1.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2006-Q2,-1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2006-Q3,-1.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2006-Q4,0.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2007-Q1,-3.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2007-Q2,5.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2007-Q3,4.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2007-Q4,2.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2008-Q1,6.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2008-Q2,1.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2008-Q3,1.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2008-Q4,1.2,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2009-Q1,4.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2009-Q2,3.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2009-Q3,6.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2009-Q4,8.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2010-Q1,3.1,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2010-Q2,3.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2010-Q3,2.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2010-Q4,1.0,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2011-Q1,3.4,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2011-Q2,6.7,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2011-Q3,5.5,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2011-Q4,4.6,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2012-Q1,4.3,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2012-Q2,1.8,,
ESTAT:PRC_HPI_Q(1.0),08/04/25 11:00:00,Quarterly,Purchases of newly built dwellings,Annual rate of change,Germany,2012-Q3,1.2,,
