STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2017,,10.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2018,,7.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2019,,5.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2020,,7.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2021,,16.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2022,,8.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2023,,-5.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IE,Ireland,2024,,1.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2013,,4.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2014,,1.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2015,,4.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2016,,6.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2017,,4.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2018,,4.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2019,,1.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2020,,-6.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2021,,5.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2022,,9.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2023,,5.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IS,Iceland,2024,,0.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2013,,-1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2014,,0.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2015,,0.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2016,,1.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2017,,1.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2018,,0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2019,,0.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2020,,-8.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2021,,8.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2022,,4.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2023,,0.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,IT,Italy,2024,,0.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2013,,4.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2014,,3.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2015,,2.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2016,,2.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2017,,4.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2018,,4.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2019,,4.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2020,,0.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2021,,6.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2022,,2.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2023,,0.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LT,Lithuania,2024,,2.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2013,,3.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2014,,2.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2015,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2016,,5.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2017,,1.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2018,,1.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2019,,2.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2020,,-0.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2021,,6.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2022,,-1.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2023,,-0.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2024,,1.0,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LV,Latvia,2013,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LV,Latvia,2014,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LV,Latvia,2015,,3.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LV,Latvia,2016,,2.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LV,Latvia,2017,,3.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,LV,Latvia,2018,,4.3,,,,,
