STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2013,,1.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2014,,2.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2015,,2.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2016,,3.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2017,,3.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2018,,3.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2019,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2020,,-3.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2021,,9.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2022,,4.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2023,,3.9,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AL,Albania,2024,,4.0,,e,estimated,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2013,,-0.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2014,,0.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2015,,1.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2016,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2017,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2018,,2.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2019,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2020,,-6.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2021,,4.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2022,,5.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2023,,-1.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,AT,Austria,2024,,-1.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2013,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2014,,1.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2015,,4.3,,b,break in time series,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2016,,3.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2017,,3.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2018,,3.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2019,,2.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2020,,-3.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2021,,7.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2022,,4.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2023,,2.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BA,Bosnia and Herzegovina,2024,,2.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2013,,0.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2014,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2015,,1.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2016,,1.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2017,,1.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2018,,1.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2019,,2.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2020,,-4.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2021,,6.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2022,,4.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2023,,1.2,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BE,Belgium,2024,,1.0,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2013,,-0.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2014,,0.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2015,,3.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2016,,3.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2017,,2.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2018,,2.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2019,,3.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2020,,-3.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2021,,7.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2022,,4.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2023,,1.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,BG,Bulgaria,2024,,2.8,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2013,,1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2014,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2015,,1.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2016,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2017,,1.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2018,,2.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2019,,1.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2020,,-2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2021,,5.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2022,,3.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2023,,0.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CH,Switzerland,2024,,1.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2013,,-6.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2014,,-1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2015,,3.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2016,,6.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2017,,5.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2018,,6.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2019,,5.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2020,,-3.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2021,,11.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2022,,7.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2023,,2.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CY,Cyprus,2024,,3.4,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2013,,0.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2014,,2.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2015,,5.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2016,,2.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2017,,5.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2018,,2.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2019,,3.6,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2020,,-5.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2021,,4.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2022,,2.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2023,,-0.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,CZ,Czechia,2024,,1.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2013,,0.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2014,,2.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2015,,1.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2016,,2.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2017,,2.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2018,,1.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2019,,1.0,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2020,,-4.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2021,,3.7,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2022,,1.4,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2023,,-0.3,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DE,Germany,2024,,-0.2,,p,provisional,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2013,,1.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2014,,1.3,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2015,,2.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2016,,3.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2017,,3.1,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2018,,1.9,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2019,,1.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2020,,-1.8,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2021,,7.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2022,,1.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2023,,2.5,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,DK,Denmark,2024,,3.7,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2013,,-0.2,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2014,,1.4,,,,,
dataflow,ESTAT:TEC00115(1.0),Real GDP growth rate - volume,A,Annual,CLV_PCH_PRE,"Chain linked volumes, percentage change on previous period",B1GQ,Gross domestic product at market prices,EA19,Euro area - 19 countries  (2015-2022),2015,,2.1,,,,,
